Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform,Year
LAKE,ASSAM,20,33,0.3,2.3,6.8,7.5,471,526,25,28.5,1,7,1400,3900,3900,12000,2020
LAKE,ASSAM,20,34,0.3,2.2,6.8,7.5,436,529,25.5,34.8,1.2,4.1,2000,4300,2800,15000,2020
LAKE,ASSAM,21,34,4.1,5.1,7.1,7.5,43,65,1.2,2.4,0.6,1,300,730,360,1400,2020
LAKE,ASSAM,17,32,4.5,7.6,6.7,7.6,31,59,1.3,2.6,0.2,1.1,2,2,2,930,2020
POND,ASSAM,18,34,1,6.6,7,7.8,847,1004,2.3,2.9,1.2,1.8,300,1100,720,2800,2020
POND,ASSAM,20,26,4.2,7.7,6.9,7.4,153,203,1,2.8,0.6,1.1,300,910,720,2100,2020
POND,ASSAM,19,31,5.2,7.4,7.1,7.8,28,62,1.4,2.4,0.6,1.1,2,360,2,910,2020
POND,ASSAM,20,31,6,7.5,7,7.8,22,33,1,2.4,0.1,0.9,2,360,300,730,2020
POND,ASSAM,19,33,6.3,7.9,6.8,8.1,80,93,1.9,2.3,0.4,1.6,2,910,300,1500,2020
POND,ASSAM,21,32,6.8,8,7,8.2,273,313,1.2,2.6,0.7,1.2,300,910,720,2000,2020
POND,ASSAM,19,34,6.6,8,7,7.8,83,101,1.9,2.5,0.8,1.1,2,730,730,1500,2020
POND,ASSAM,21,32,7,8.3,7.2,8.2,168,190,1.3,2.4,0.4,1.1,300,1100,720,2700,2020
POND,ASSAM,20,34,4.2,7.6,7,7.7,41,60,1.6,2.6,0.7,1.6,300,730,720,2000,2020
POND,ASSAM,20,34,4.3,10,7,7.7,57,84,1.6,2.4,0.7,2,2,730,300,2000,2020
POND,ASSAM,20,34,5.1,10.5,7.2,8.0,176,227,2.2,2.8,0.8,1.5,300,910,730,2000,2020
POND,ASSAM,18,32,5.2,10.6,7,7.6,229,395,2.2,2.6,1,2.1,730,1500,1400,3500,2020
POND,ASSAM,20,35,4.8,10.5,6.8,8.0,216,250,2,4.2,1,1.8,300,730,720,2100,2020
POND,ASSAM,20,34,5.5,11.4,6.8,7.7,30,92,1.4,2.4,0.6,1,2,910,360,2800,2020
POND,ASSAM,19,36,6.4,11.1,7.2,8.2,47,64,1.7,2.3,0.6,1.6,300,910,1100,2100,2020
POND,ASSAM,22,36,4,4.9,7.3,8.2,27,65,1.3,2.4,0.6,1.1,300,720,720,1500,2020
POND,ASSAM,22,35,4.1,4.8,7.2,7.7,49,70,1.3,2.7,0.4,1.1,2,910,360,2700,2020
POND,ASSAM,22,35,4.3,5.5,7,7.9,73,96,1.4,2.6,0.6,1.1,2,910,730,2100,2020
POND,ASSAM,20,24,4.1,5.2,7.2,7.6,96,131,2,2.7,0.7,1.3,300,730,300,2000,2020
POND,ASSAM,19,33,5.5,7.7,6.8,7.7,21,35,1.5,2.4,0.2,0.8,2,300,300,730,2020
POND,ASSAM,19,32,4.8,7.2,6.7,7.8,22,57,1.8,2.5,0.4,1.1,2,2,2,730,2020
POND,ASSAM,20,30,6.7,9.5,7,7.7,36,65,1.3,2.3,0.5,1,300,910,360,2000,2020
POND,ASSAM,18,32,5.3,7.9,6.9,7.7,69,89,1.6,2.4,0.6,1.7,2,360,2,1400,2020
POND,ASSAM,22,26,4.1,5.1,6.3,7.4,158,170,2,2.3,0.6,1.3,300,910,300,2100,2020
POND,ASSAM,20,35,4.2,10.3,7,7.7,387,421,2.2,2.7,0.8,1.8,360,1100,910,3500,2020
POND,ASSAM,20,31,5.6,8,6.8,7.9,21,34,1.9,2.5,0.3,1.4,2,300,300,730,2020
POND,ASSAM,19,33,4.2,7.8,7.2,7.8,49,71,1.4,2.4,0.4,1.6,2,360,300,910,2020
TANK,ASSAM,20,30,6.6,7.3,6.7,7.6,21,31,1.3,2.3,0.7,1.1,2,2,300,600,2020
LAKE,BIHAR,16,36,3.5,16,7.3,9.0,205,263,1.4,6.1,0.11,0.2,780,160000,2700,160000,2020
LAKE,BIHAR,17,30,4.5,16.6,7.3,9.7,627,1050,1.8,26,0.09,0.95,1100,28000,3300,160000,2020
LAKE,BIHAR,19,32,1,22,7.2,9.5,397,991,1.9,18.4,0.11,0.68,2100,54000,4600,92000,2020
POND,BIHAR,14,30,2.9,13,7.1,9.0,470,968,1.2,5,0.18,5.99,17000,160000,22000,160000,2020
POND,BIHAR,14,31,6,14,7.5,8.6,237,688,3,8,0.05,1.01,360,160000,3300,160000,2020
LAKE,CHANDIGARH,16,30,7.1,9.8,7.4,8.5,215,288,0.7,3.6,0.52,4,8,5449,9,80000,2020
LAKE,CHHATTISGARH,23,36,6.3,6.9,7.1,7.7,308,308,7,16,0.44,0.44,1,360,6,1600,2020
POND,CHHATTISGARH,24,33,6.5,7.4,7.1,7.6,322,322,1.6,86.4,0.36,0.36,5,300,1,1600,2020
LAKE,DELHI,-,-,14.2,14.2,8.1,8.1,840,840,13,13,5.9,5.9,1700,1700,16000,16000,2020
LAKE,DELHI,-,-,-,-,8.1,8.1,5250,5250,82,82,1.74,1.74,8200,8200,920000,920000,2020
LAKE,DELHI,-,-,14.2,14.2,8.2,8.2,670,670,38,38,24.92,24.92,220,220,3500,3500,2020
LAKE,GOA,27,31,5.9,8.8,6.5,7.6,21,83,0.1,2.1,0.11,0.32,5,170,13,350,2020
LAKE,GOA,27,32,5.6,7.9,5.6,6.9,42,72,0.1,0.1,0.11,0.32,1100,2300,2200,4900,2020
LAKE,GOA,27,30,3.9,7.7,5.8,7.4,41,78,0.1,2,0.11,0.32,8,540,13,920,2020
LAKE,GOA,27,31,1.3,6.2,6.1,7.4,81,15330,0.1,6.2,0.11,3.61,1300,7900,1700,14000,2020
LAKE,GOA,26,31,4.8,8,6.3,8.1,34,395,0.1,3.6,0.11,0.51,490,2300,790,4900,2020
LAKE,GOA,26,30,4.4,8,6.1,8.7,28,267,0.1,3.7,0.11,4.78,1300,4900,2300,7900,2020
LAKE,GOA,28,30,4.1,5.8,7,7.3,176,358,0.1,5,0.63,2.59,3300,7000,4900,11000,2020
LAKE,GOA,26,30,1.6,8.7,6,7.5,62,1671,0.1,6.2,0.11,1.96,1100,7000,2300,9400,2020
LAKE,GOA,27,31,7.3,8,6.2,7.3,55,153,0.1,2.3,0.11,0.45,1700,4900,3500,7000,2020
LAKE,GUJARAT,25,30,5.2,8.7,7.9,8.9,2303,3840,1.8,21,0.07,0.41,6,82,94,430,2020
LAKE,GUJARAT,25,30,5.7,8.2,7.3,8.3,36,601,2.7,6,0.03,0.33,15,92,120,460,2020
LAKE,GUJARAT,22,32,3.5,8.8,7.9,8.4,9,419,0.1,0.9,0.12,0.62,2,20,17,120,2020
LAKE,GUJARAT,22,32,2.8,6.1,7.3,8.4,770,1299,0.1,5.1,0.18,0.74,21,540,120,920,2020
LAKE,GUJARAT,26,30,5.7,8.2,7.5,9.0,281,13220,1.8,17,0.09,0.35,8,170,110,350,2020
LAKE,GUJARAT,21,33,5.5,8.2,7.2,8.2,1082,3113,0.9,6,0.05,6.9,5,33,40,170,2020
LAKE,GUJARAT,24,26,2.6,6.3,7.1,8.4,450,1360,0.4,3,0.28,0.32,6,7,17,27,2020
LAKE,GUJARAT,22,28,2.6,8.9,7.3,8.4,355,1241,2.1,26.4,0.04,2.25,2,17,2,110,2020
LAKE,GUJARAT,20,34,3.1,7,7.4,8.7,651,1777,0.1,6.3,0.18,0.88,12,120,110,540,2020
LAKE,GUJARAT,28,32,6.1,7.8,7.3,8.4,354,565,0.1,0.9,0.07,0.32,17,26,33,70,2020
LAKE,GUJARAT,26,30,6.7,7.4,7,8.4,304,4533,0.2,1.5,0.05,0.15,2,12,12,63,2020
LAKE,GUJARAT,25,30,4.2,7.3,7.3,8.3,922,2350,2,2.7,0.03,0.75,2,2,2,8,2020
LAKE,GUJARAT,24,30,5.4,7.2,6.4,8.5,502,1832,0.1,2.3,0.03,0.28,2,2,2,2,2020
LAKE,GUJARAT,21,31,4.1,6.3,7.2,8.2,383,562,0.6,2.6,0.12,0.68,12,94,84,350,2020
LAKE,GUJARAT,26,32,6.1,6.9,7,7.7,371,695,1.1,2.6,0.03,0.23,2,7,2,26,2020
LAKE,GUJARAT,27,30,0.6,8.3,8.4,9.2,704,18330,6,170,0.15,0.5,21,540,220,920,2020
LAKE,GUJARAT,27,30,4.6,8.6,9,9.3,2451,4408,6,24,0.04,0.32,26,540,120,920,2020
LAKE,GUJARAT,25,29,4.7,7.5,7.6,8.4,250,802,3.7,6.4,0.16,0.18,210,1600,920,1600,2020
POND,GUJARAT,26,30,6.5,7.8,7,8.4,532,7359,0.3,2.6,0.06,0.25,9,47,41,430,2020
POND,GUJARAT,24,34,5.2,7.4,7.1,8.5,324,4317,0.2,1.8,0.03,0.28,2,36,2,84,2020
TANK,GUJARAT,24,30,4.3,8.2,7.2,8.4,420,843,4,20,0.04,0.66,4,170,8,470,2020
LAKE,HARYANA,14,28,7,10.5,7.2,8.1,216,1850,1.6,5.2,0.09,2.3,200,2000,140,11000,2020
LAKE,HARYANA,14,29,6.7,9.6,7,8.4,329,905,1.2,7.6,0.06,3.14,130,26000,260,233000,2020
LAKE,HARYANA,-,-,-,-,7.7,7.7,300,300,2.1,2.1,7.41,7.41,2,2,2,2,2020
LAKE,HARYANA,5,13,6,6.8,7,7.9,340,920,4,19,2.1,9.3,-,-,-,-,2020
POND,HARYANA,24,29,6.8,9.9,7.1,8.3,240,1720,2.2,7.5,0.05,2.38,100,100,110,1400,2020
LAKE,"HIMACHAL 
PRADESH",16,22,8.3,10.1,7.3,8.5,169,397,0.1,0.4,0.1,3.39,63,140,280,920,2020
LAKE,"HIMACHAL 
PRADESH",13,28,8.1,9.6,6.7,8.0,178,306,0.1,0.3,0.07,1.3,2,2,25,70,2020
LAKE,"HIMACHAL 
PRADESH",15,27,6.1,7.6,6.7,7.6,483,6124,0.8,2,0.01,1.23,12,33,38,170,2020
LAKE,"HIMACHAL 
PRADESH",16,24,5.6,9.6,7.1,8.1,144,204,1.6,9,0.06,1.68,49,350,350,1600,2020
LAKE,"HIMACHAL 
PRADESH",3,22,5.9,6.7,6.6,7.9,60,139,0.4,6.5,0.22,1.63,2,20,32,240,2020
LAKE,"JAMMU & 
KASHMIR",12,27,4.9,9.1,7.2,8.3,130,226,1.3,2.7,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",15,24,7.6,7.8,7.2,7.7,105,220,0.3,0.4,0.01,0.02,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",15,24,6.2,7.6,7.3,7.9,110,234,0.4,0.6,0.02,0.03,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",8,24,5.4,6.8,8.1,8.2,120,212,3.2,4.8,0.03,0.04,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",15,23,5.2,6.6,8.2,8.2,180,224,4,5.6,0.04,0.05,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",11,26,6.2,8.8,7.3,7.7,135,250,2.4,3.1,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",18,29,5.5,8.7,7.4,8.2,128,234,2,3.3,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",18,27,4.5,9.6,7.3,8.6,154,284,3,5.6,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",19,29,3.7,8.5,7.1,8.4,126,239,2.2,3.2,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",14,29,3.7,9.9,7.1,8.4,106,377,1,3.3,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",19,28,4.6,8.9,7.3,8.0,214,359,3.2,5.3,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",21,28,4.8,8.6,7.4,8.1,146,305,1.6,4.8,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",19,29,5,8.4,7.2,8.5,133,281,2,4.6,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",18,28,6.5,7.4,7.6,8.8,130,210,2,2.5,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",20,28,3.9,7.8,7.9,8.6,148,258,2.6,4.2,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",20,28,5.2,8.7,7.5,8.5,132,241,1,2.8,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",12,25,3.9,6.3,7.3,7.4,106,281,0.1,1.5,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",17,25,3.6,8.7,7.1,7.4,108,269,0.1,3.1,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",20,24,4.1,8.4,7.2,7.3,250,278,2,4.1,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",15,21,3.3,5.4,7.2,7.3,108,180,0.1,2.2,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",19,30,5.6,8.7,7.6,8.2,143,227,1,2.6,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",14,29,0.9,3.4,7,7.7,316,686,3.2,16.9,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",14,29,0.5,3.2,7.1,7.5,350,708,3.6,17.4,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",13,27,2.7,8,7.3,7.8,125,528,1.4,3.6,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",16,30,2.7,7.2,7.1,7.6,228,417,1.6,4.5,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",17,29,0.7,4.5,7.1,7.3,185,520,2.4,4.9,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",19,29,0.7,2.6,7.1,8.3,205,505,3.4,6.4,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",17,27,1,2.2,7,7.2,194,493,4,6.2,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",19,24,1.8,7.3,7,7.2,103,499,2.4,10.4,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",18,19,2.8,7.2,7,7.6,90,241,1.6,5.8,-,-,-,-,-,-,2020
LAKE,"JAMMU & 
KASHMIR",16,16,3.5,3.5,7.1,7.1,260,260,5.8,5.8,-,-,-,-,-,-,2020
LAKE,JHARKHAND,15,33,7.4,7.9,7.4,7.6,-,-,0.9,1.5,-,-,-,-,-,-,2020
LAKE,JHARKHAND,15,33,7.2,7.8,7.4,7.5,152,162,0.7,1.1,1.28,1.76,-,-,-,-,2020
LAKE,JHARKHAND,16,29,6.4,8.3,6.7,7.6,-,-,1.1,2.8,-,-,-,-,-,-,2020
POND,JHARKHAND,16,35,8,8.8,7.2,8.6,308,318,2.1,18.8,-,-,-,-,-,-,2020
POND,JHARKHAND,15,37,4.5,4.8,8.2,8.6,300,312,2.2,2.6,-,-,-,-,-,-,2020
POND,JHARKHAND,15,32,1.8,5.6,7.2,7.7,-,-,4.8,15.1,-,-,-,-,-,-,2020
POND,JHARKHAND,14,30,1.8,6,7.1,7.6,-,-,10.5,14,-,-,-,-,-,-,2020
LAKE,KARNATAKA,25,27,3.4,8.5,7,9.3,317,479,3,60,0.5,4.31,940,34000,5400,240000,2020
LAKE,KARNATAKA,23,28,2,6.1,7.5,8.2,387,891,3,5.8,2.4,7.5,330,1200,2200,4300,2020
LAKE,KARNATAKA,20,34,0.3,3.6,7.4,8.5,1076,2490,9,17.2,0.83,11.3,2100,4300,8400,13000,2020
LAKE,KARNATAKA,21,29,6,6.9,7.9,9.2,512,633,2.8,5.2,1,2.8,580,1700,4300,6300,2020
LAKE,KARNATAKA,21,32,0.5,3.2,7.3,8.3,722,1176,7.4,15.2,1.9,5.3,2100,6300,8400,14000,2020
LAKE,KARNATAKA,19,33,0.3,2.8,7.4,8.4,919,1168,9.6,16,2.1,8.4,2100,7000,8400,15000,2020
LAKE,KARNATAKA,20,32,4.5,6,7.5,8.8,612,1270,3.5,7.5,3.4,7.6,1100,2200,4800,7000,2020
LAKE,KARNATAKA,20,32,5.2,6.5,7.5,8.8,494,978,3,6,1.2,6.5,910,2100,4800,6300,2020
LAKE,KARNATAKA,24,31,4.1,11.5,6.6,8.3,397,723,3.4,17,0.01,4,1700,330000,9200,3500000,2020
LAKE,KARNATAKA,24,30,4,8.4,7.3,9.2,250,725,3,16,0.31,3.2,940,15000,5400,160000,2020
LAKE,KARNATAKA,25,27,3.5,11.3,7,9.0,320,500,3,25,0.9,2.35,4100,210000,24000,1600000,2020
LAKE,KARNATAKA,23,30,0.9,5.3,6.5,7.9,992,2644,6,32,1,57,630,94000,5400,540000,2020
LAKE,KARNATAKA,25,29,0.3,6.5,6.5,7.5,554,2107,0.5,32,1.61,16,12000,7000000,92000,54000000,2020
LAKE,KARNATAKA,25,29,0.3,6.8,6.5,8.1,880,1520,3,174,1.85,7.6,7000,23000000,54000,240000000,2020
LAKE,KARNATAKA,25,28,0.5,6.2,6.6,8.0,328,1386,3.5,31,0.51,10,330,3300000,3500,24000000,2020
LAKE,KARNATAKA,24,30,0.5,10.5,6.8,8.4,1250,2050,6,70,1.2,4.56,4800,2100000,7000,16000000,2020
LAKE,KARNATAKA,25,29,3.4,6.5,6.9,8.0,702,1961,3,20,0.6,9,3300,94000,24000,540000,2020
LAKE,KARNATAKA,25,28,3.7,6.8,6.8,7.5,814,1103,3.4,15,0.72,8,4800,70000,35000,920000,2020
LAKE,KARNATAKA,25,25,6.1,6.1,6.5,6.5,1101,1101,4,4,1.9,1.9,17000,17000,92000,92000,2020
LAKE,KARNATAKA,25,28,3.8,7.1,6.7,7.9,688,1410,2.7,9,0.65,4.5,330,110000,3500,920000,2020
LAKE,KARNATAKA,25,28,2.6,7.2,6.5,7.9,720,1961,3,45,1.2,6.5,790,46000,9200,350000,2020
LAKE,KARNATAKA,25,29,3.4,7,6.6,7.9,682,1338,3.1,13,0.64,12,340,70000,3500,920000,2020
LAKE,KARNATAKA,25,28,4,7.1,6.5,7.7,370,1343,2.6,11,1,2.4,840,79000,9200,540000,2020
LAKE,KARNATAKA,25,29,4.1,11.5,6.4,8.0,378,1472,2.6,20,0.7,3.21,630,120000,5400,920000,2020
LAKE,KARNATAKA,25,28,1,6.2,6.4,8.1,641,1482,3,24,1.06,3.3,630,130000,5400,920000,2020
LAKE,KARNATAKA,25,29,0.3,8.4,6.7,7.9,510,1069,3.4,39,0.71,11,410,3400000,3500,24000000,2020
LAKE,KARNATAKA,25,30,3.8,6.7,5.3,8.0,575,1100,3,13,0.84,12,460,140000,5400,920000,2020
LAKE,KARNATAKA,25,28,2.4,6.5,6,7.7,178,702,2,15,0.4,5.89,1500,1400000,16000,9200000,2020
LAKE,KARNATAKA,25,31,2.3,5.8,6.4,9.8,702,1160,7,39,0.9,7.32,630,1200000,5400,9200000,2020
LAKE,KARNATAKA,25,30,3,6.1,6.4,8.2,266,1184,3,17,0.46,3.77,1700,940000,16000,5400000,2020
LAKE,KARNATAKA,25,25,5.3,5.3,6.9,6.9,1264,1264,7,7,2.4,2.4,4600,4600,35000,35000,2020
LAKE,KARNATAKA,25,25,6.3,6.3,6.6,6.6,182,182,4,4,0.46,0.46,4100,4100,24000,24000,2020
LAKE,KARNATAKA,23,28,3.4,9,7.4,8.2,685,924,3,8,1.4,5.2,940,12000,5400,92000,2020
LAKE,KARNATAKA,18,32,4.5,7,6.1,8.3,135,1612,2,8,0.12,3.83,390,1200000,5400,9200000,2020
LAKE,KARNATAKA,25,33,0.5,6,5.5,7.8,340,2014,6,36,0.86,10,84,40000,920,350000,2020
LAKE,KARNATAKA,24,30,6.1,8.9,8.1,8.8,386,1200,1.1,9.9,0.61,3.96,500,920,900,1600,2020
LAKE,KARNATAKA,22,26,6.3,8.9,7.7,8.8,316,456,1,4.7,0.52,3.76,350,920,900,1600,2020
LAKE,KARNATAKA,24,26,6.5,7.1,7.4,8.3,525,790,3.3,4.3,0.69,0.99,9,120,120,788,2020
LAKE,KARNATAKA,24,36,0.2,6.9,5.7,7.2,243,2887,4,258,0.87,16,3300,1200000,24000,9200000,2020
LAKE,KARNATAKA,25,32,0.6,6,6,7.9,419,1954,3.3,36,1.4,11,1700,84000,9200,1600000,2020
LAKE,KARNATAKA,24,36,0.1,6.4,6.5,8.2,306,1572,4,30,0.72,15,940,460000,5400,5400000,2020
LAKE,KARNATAKA,24,37,0.5,6.7,6.7,7.5,1204,2278,2,39,1.3,13,490,150000,5400,1600000,2020
LAKE,KARNATAKA,24,30,3.5,7,6.6,8.2,329,920,3,9,0.34,14,1100,34000,9200,240000,2020
LAKE,KARNATAKA,25,30,4,6.5,6.2,9.2,121,2047,3,35,0.33,20.1,700,1700000,5400,9200000,2020
LAKE,KARNATAKA,24,33,0.4,5.9,6.5,7.0,425,1553,5,11,0.8,14,700,63000,5400,540000,2020
LAKE,KARNATAKA,25,31,3.2,7.4,6.1,8.0,267,945,2,16,0.48,5.6,480,170000,3500,1600000,2020
LAKE,KARNATAKA,25,31,0.5,6,6.4,8.0,594,1954,3,30,1.2,13.9,4000,1200000,35000,92000000,2020
LAKE,KARNATAKA,24,31,4,7.2,6,7.9,267,741,2,8,0.68,4,790,2300000,9200,35000000,2020
LAKE,KARNATAKA,25,31,2.1,5.7,6.6,9.7,729,1368,4,30,0.77,6,6300,46000,54000,540000,2020
LAKE,KARNATAKA,25,28,3.4,6.2,6.1,7.8,577,1405,4,10,0.03,3.4,480,63000,2400,540000,2020
LAKE,KARNATAKA,25,28,2.4,6.8,6.6,8.2,757,1164,5,15,0.9,3.08,4600,490000,34000,2400000,2020
LAKE,KARNATAKA,24,26,4.2,6.9,7.1,7.8,882,1405,3,10,0.03,3.3,480,17000,3500,160000,2020
LAKE,KARNATAKA,25,27,3.2,8.2,6.1,7.1,287,928,3,15,1.2,6.71,4100,150000,54000,1600000,2020
LAKE,KARNATAKA,25,26,2,6.1,6.4,8.7,470,885,4,15,0.48,10,700,21000,5400,160000,2020
LAKE,KARNATAKA,25,26,0.3,3,6.1,7.2,528,1413,6.6,128,0.91,13.3,11000,940000,92000,5400000,2020
LAKE,KARNATAKA,24,27,0.5,5.2,7,9.2,729,1309,6,37.5,1.5,11,4100,94000,35000,920000,2020
LAKE,KARNATAKA,25,29,2.8,11,6.6,8.0,680,1228,3.2,14,0.13,3.3,460,63000,3500,540000,2020
LAKE,KARNATAKA,29,29,1.4,3,7.2,7.3,1176,1314,10,17,4,14,46000,70000,540000,540000,2020
LAKE,KARNATAKA,24,29,1,5.8,6.7,7.6,445,1415,4,12,0.7,10,4100,330000,24000,3500000,2020
LAKE,KARNATAKA,24,29,1,4.1,6.7,7.5,1082,2293,9,37,0.19,16,3300,150000,35000,1600000,2020
LAKE,KARNATAKA,25,28,3.6,5.6,6.8,8.0,738,1330,3,10,1.15,1.9,7900,4800000,54000,35000000,2020
LAKE,KARNATAKA,23,29,2.4,7.2,6.9,8.2,917,1883,4,9,2.61,47,460,11000,3500,92000,2020
LAKE,KARNATAKA,25,32,4.7,7,6.3,7.6,268,871,2,5,0.3,4.47,1200,43000,9200,540000,2020
LAKE,KARNATAKA,25,31,0.6,6.5,6.7,7.8,1073,2298,4,32,3,7,460,4800000,3500,35000000,2020
LAKE,KARNATAKA,20,32,2.4,6.7,6.3,7.9,380,1648,3,16,1.09,4.1,540,700000,9200,5400000,2020
LAKE,KARNATAKA,24,32,5,6.9,6.5,8.2,248,593,3,5,0.61,5,1200,70000,9200,350000,2020
LAKE,KARNATAKA,23,37,1,6.6,6,7.4,607,3008,2,57,1.11,8.11,630,94000,5400,540000,2020
LAKE,KARNATAKA,24,35,0.1,7,6.5,7.9,294,2086,3,38,1.39,20,1100,1200000,16000,9200000,2020
LAKE,KARNATAKA,24,32,1,6.1,6.1,8.5,313,1553,3.6,120,2,6.32,790,1100000,5400,9200000,2020
LAKE,KARNATAKA,25,28,1.9,9.4,6.8,7.9,600,1254,4,13,0.97,3.4,460,48000,3500,350000,2020
LAKE,KARNATAKA,25,29,3.8,6.5,6.7,8.0,337,1104,3.4,18,0.68,13.2,1700,110000,9200,1600000,2020
LAKE,KARNATAKA,25,28,2.6,12,6.7,7.6,332,1000,4.2,30,0.47,3.3,790,23000,9200,350000,2020
LAKE,KARNATAKA,28,28,3.5,6.2,7.3,7.6,868,1197,4,16,3,9,700,7900,5400,92000,2020
LAKE,KARNATAKA,25,28,1,6.3,6.8,7.5,625,1236,4,10,0.67,13,1200,14000,9200,92000,2020
LAKE,KARNATAKA,25,28,4.1,6,7,7.8,660,1066,4,8,0.78,3,940,140000,5400,1600000,2020
TANK,KARNATAKA,20,28,6.8,7.2,7.1,8.7,260,418,3,6,0.1,0.3,350,1100,1600,3500,2020
TANK,KARNATAKA,24,30,3.8,8.6,8.6,9.4,810,3142,16,39,0.1,1.25,6300,28000,22000,92000,2020
TANK,KARNATAKA,20,28,6.8,7.2,7.5,9.1,278,521,4,6,0.1,0.3,580,1100,2100,3500,2020
TANK,KARNATAKA,27,32,5.3,7.6,6.6,7.4,128,166,2,3,0.08,2.49,2,1600,7,1600,2020
TANK,KARNATAKA,21,26,4.5,6.7,7.2,8.4,552,868,3,7.2,1.5,5,780,1300,4300,6300,2020
TANK,KARNATAKA,25,28,4.5,6.9,6.5,7.6,487,1661,3,9,0.83,3.8,940,940000,5400,9200000,2020
TANK,KARNATAKA,24,30,4,8.2,6.9,8.2,399,592,4,9,0.12,3.31,230,14000,3500,160000,2020
TANK,KARNATAKA,25,27,3.6,7.6,6.5,8.6,357,570,3,8,0.18,4.59,230,70000,3500,540000,2020
TANK,KARNATAKA,25,28,0.5,6.3,6,8.3,426,1469,4,41,0.58,4,4600,210000,54000,1600000,2020
TANK,KARNATAKA,22,28,4,6.8,5.6,6.6,187,415,3,6,0.41,2.89,700,150000,5400,1600000,2020
TANK,KARNATAKA,24,34,0.9,6.7,6.3,7.7,76,1852,2,31,0.82,4.5,790,170000,9200,1600000,2020
TANK,KARNATAKA,23,36,2.5,12,6.7,8.7,124,1228,4,29,1.15,4.7,700,1200000,5400,9200000,2020
TANK,KARNATAKA,23,35,3,6.2,6.2,8.5,525,1594,4,20,1,5.9,79,48000,9200,350000,2020
TANK,KARNATAKA,22,30,0.5,8.4,6.5,8.2,1114,3780,6,46,2.42,16,1100,1500000,9200,16000000,2020
TANK,KARNATAKA,25,33,0.5,6.5,6.6,7.5,277,1791,4,50,1.66,12.2,840,480000,9200,5400000,2020
TANK,KARNATAKA,25,25,4.6,5.3,6.2,6.9,714,791,5,8,1.1,3.61,6300,17000,54000,92000,2020
TANK,KARNATAKA,25,28,0.5,5.8,6.3,7.7,637,1988,4,51,1.4,29,790,94000,16000,920000,2020
TANK,KARNATAKA,24,33,0.6,13.5,6.4,7.6,243,1354,3,13,0.73,13,700,48000,5400,350000,2020
TANK,KARNATAKA,25,28,0.5,8.6,6,8.2,525,1973,4,40,0.83,7.4,4600,1400000,35000,9200000,2020
TANK,KARNATAKA,25,28,2,6.2,6.5,7.9,726,1478,3,29,0.6,8.73,400,120000,3500,920000,2020
TANK,KARNATAKA,25,30,3.3,8.2,6.5,8.3,351,2770,2,22,1.1,7.46,460,140000,3500,920000,2020
TANK,KARNATAKA,25,32,2.1,8.5,6.4,7.9,267,1185,3,21,0.8,5.8,120,46000000,920,350000000,2020
TANK,KARNATAKA,25,30,3,7.5,7,9.0,474,1445,4,13,1,3.3,4600,3300000,35000,24000000,2020
